contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expiration_date
SPXW241121C04000000,2024-11-05 16:38:37+00:00,4000.0,1774.34,1952.6,1954.3,0.0,0.0,,1.0,3.3818374829101563,True,REGULAR,USD,2024-11-21
SPXW241121C04300000,2024-11-15 21:05:41+00:00,4300.0,1626.94,1654.6,1656.0,50.069946,3.1752741,1.0,1.0,2.997805239868164,True,REGULAR,USD,2024-11-21
SPXW241121C04400000,2024-11-13 15:17:04+00:00,4400.0,1495.94,1554.6,1556.0,-83.96008,-5.3142653,2.0,2.0,2.811648478698731,True,REGULAR,USD,2024-11-21
SPXW241121C04900000,2024-10-31 16:06:34+00:00,4900.0,846.41,1053.8,1055.1,0.0,0.0,1.0,1.0,1.8718268127441409,True,REGULAR,USD,2024-11-21
SPXW241121C05000000,2024-11-21 19:43:12+00:00,5000.0,959.21,953.5,955.0,68.70001,7.714681,1.0,2.0,1.6922622808837893,True,REGULAR,USD,2024-11-21
SPXW241121C05100000,2024-11-21 16:26:37+00:00,5100.0,839.23,855.0,856.5,50.94995,6.463433,3.0,3.0,1.6034565725708003,True,REGULAR,USD,2024-11-21
SPXW241121C05175000,2024-11-21 04:41:15+00:00,5175.0,727.31,778.4,780.4,-4.580017,-0.62577945,1.0,1.0,1.411501965942383,True,REGULAR,USD,2024-11-21
SPXW241121C05250000,2024-11-13 19:57:29+00:00,5250.0,741.8,705.0,706.4,0.0,0.0,1.0,1.0,1.3460115707397455,True,REGULAR,USD,2024-11-21
SPXW241121C05300000,2024-11-21 19:57:01+00:00,5300.0,656.41,654.6,656.0,71.81,12.283613,7.0,8.0,1.2451209619140622,True,REGULAR,USD,2024-11-21
SPXW241121C05350000,2024-11-19 20:29:53+00:00,5350.0,562.4,589.2,597.5,0.0,0.0,,,1.0000000000000004e-05,True,REGULAR,,2024-11-21
SPXW241121C05400000,2024-11-13 19:57:29+00:00,5400.0,591.95,554.7,556.3,0.0,0.0,1.0,1.0,1.0844161990356445,True,REGULAR,USD,2024-11-21
SPXW241121C05475000,2024-11-13 19:58:21+00:00,5475.0,517.09,478.3,480.2,0.0,0.0,1.0,5.0,0.9129037030029296,True,REGULAR,USD,2024-11-21
SPXW241121C05500000,2024-11-21 19:05:16+00:00,5500.0,455.5,455.0,456.5,65.51001,16.797869,3.0,4.0,0.9227912994384766,True,REGULAR,USD,2024-11-21
SPXW241121C05520000,2024-11-06 20:17:55+00:00,5520.0,426.94,434.6,436.0,0.0,0.0,,3.0,0.8743909045410156,True,REGULAR,USD,2024-11-21
SPXW241121C05530000,2024-11-06 20:17:55+00:00,5530.0,416.38,425.1,426.6,0.0,0.0,,3.0,0.8742688354492187,True,REGULAR,USD,2024-11-21
SPXW241121C05550000,2024-11-21 14:48:02+00:00,5550.0,345.36,405.1,406.5,15.22998,4.613328,3.0,5.0,0.8382584533691406,True,REGULAR,USD,2024-11-21
SPXW241121C05580000,2024-10-30 19:46:12+00:00,5580.0,288.28,373.6,374.9,0.0,0.0,,1.0,0.7394435235595702,True,REGULAR,USD,2024-11-21
SPXW241121C05585000,2024-11-14 20:00:04+00:00,5585.0,383.1,370.0,371.4,0.0,0.0,,1.0,0.7748435601806642,True,REGULAR,USD,2024-11-21
SPXW241121C05590000,2024-11-13 16:20:03+00:00,5590.0,405.53,363.9,365.3,0.0,0.0,1.0,1.0,0.7338893798828124,True,REGULAR,USD,2024-11-21
SPXW241121C05600000,2024-11-21 15:14:58+00:00,5600.0,318.41,353.6,354.9,31.910004,11.137873,9.0,11.0,0.7061186614990236,True,REGULAR,USD,2024-11-21
